fecha,CASOS,tmean,tmax,tmin,humr,ptot,month
2024-08-15,21,25.8,30.9,22.3,86.6,3.7,8
2024-08-22,25,27.9,33.1,24.3,84.3,11.4,8
2024-08-29,28,26.4,30.9,23.1,87.1,42.9,8
2024-09-05,37,27.8,32.9,24.2,84.1,65.7,9
2024-09-12,28,28.6,33.7,24.7,81.3,3.2,9
2024-09-19,35,28.7,33.8,24.8,79.8,16.8,9
2024-09-26,39,28.8,34.2,24.8,77.9,100.0,9
2024-10-03,42,27.0,32.2,23.8,87.4,46.5,10
2024-10-10,23,28.1,33.3,24.7,83.6,18.1,10
2024-10-17,42,28.7,34.3,24.7,77.4,43.0,10
2024-10-24,54,28.4,33.7,25.4,82.3,70.8,10
2024-10-31,46,27.1,32.2,24.2,87.1,530.2,10
2024-11-07,57,27.5,32.1,24.6,84.9,41.7,11
2024-11-14,47,27.2,31.7,24.2,84.8,34.2,11
2024-11-21,66,26.3,30.7,24.3,90.8,61.7,11
2024-11-28,47,26.1,30.2,23.9,92.2,49.1,11
2024-12-05,78,27.2,31.6,24.2,86.0,34.8,12
2024-12-12,92,25.8,29.5,23.6,90.3,23.7,12
2024-12-19,71,25.4,29.0,23.4,93.7,84.8,12
2024-12-26,76,25.5,29.0,23.6,92.9,103.7,12
2025-01-09,119,25.2,28.4,23.3,92.7,30.0,1
2025-01-16,124,25.9,29.9,23.6,92.2,64.6,1
2025-01-23,171,26.8,31.8,23.2,80.7,17.7,1
2025-01-30,176,26.9,31.8,23.5,80.8,22.7,1
2025-02-06,166,25.1,29.0,23.1,93.3,54.5,2
2025-02-13,171,25.2,28.9,23.4,94.0,140.1,2
2025-02-20,125,25.4,29.2,23.2,92.8,72.5,2
2025-02-27,106,25.7,29.6,23.6,91.0,64.2,2
2025-03-06,97,25.3,28.9,23.3,93.3,47.3,3
2025-03-13,142,25.5,29.8,23.4,92.5,79.2,3
2025-03-20,156,25.4,28.8,23.5,93.3,95.9,3
2025-03-27,130,25.5,29.6,23.2,92.2,24.4,3
2025-04-03,104,25.7,29.1,23.7,93.1,76.9,4
2025-04-10,89,25.0,28.8,23.3,93.2,90.5,4
2025-04-17,90,25.0,28.6,23.0,95.1,31.3,4
2025-04-24,98,26.2,31.1,23.5,90.2,62.0,4
2025-05-01,72,26.5,30.8,24.0,90.5,44.3,5
2025-05-08,61,25.5,29.9,23.5,92.8,43.4,5
2025-05-15,62,25.9,30.6,23.6,91.4,36.0,5
2025-05-22,60,24.8,28.0,23.1,95.4,0.0,5
2025-05-29,34,24.8,28.0,23.1,95.4,0.0,5
2025-06-05,26,24.8,28.0,23.1,95.4,0.0,6
2025-06-12,28,24.8,28.0,23.1,95.4,0.0,6
2025-06-19,25,24.8,28.0,23.1,95.4,0.0,6
2025-06-26,24,24.8,28.0,23.1,95.4,0.0,6
2025-07-03,23,24.8,28.0,23.1,95.4,0.0,7
2025-07-10,42,24.8,28.0,23.1,95.4,0.0,7
2025-07-17,28,24.8,28.0,23.1,95.4,0.0,7
2025-07-24,32,24.8,28.0,23.1,95.4,0.0,7
2025-07-31,20,24.8,28.0,23.1,95.4,0.0,7
2025-08-07,22,24.8,28.0,23.1,95.4,0.0,8
2025-08-14,32,24.8,28.0,23.1,95.4,0.0,8
2025-08-21,33,24.8,28.0,23.1,95.4,0.0,8
